,text_review,tag,bin_tag,num_upper,text_pos,num_tokens
1051,i am glad i bought this it took a few minutes to apply but it was worth it as my 3ds is now decorated with stunning artwork from one of my very favorite games i recommend this product to all zelda fans who own a 3ds,1.0,0.0,2,FW VBP JJ FW VBD DT PRP VBD DT JJ NNS TO VB CC PRP VBD JJ PRP IN PRP$ NNS VBZ RB VBN IN JJ NN IN CD IN PRP$ RB JJ NNS FW VB DT NN TO DT NN NNS WP VBP DT NNS,46
1052,very comfortable waterproof convenient size wish the hanging strap was different,2.0,1.0,0,RB JJ JJ JJ NN NN DT VBG NN VBD JJ,11
1053,i received this before the estimated arrival time and it is pretty the colors all match up and look good together there are little diamonds around the bottom of the balloon and my necklace does not have a clasp on it it is big enough to fit over your head my only complaint is that the pendant is very large and a bit heavy i guess i was expecting it to be a bit smaller and more dainty but it is pretty clunky more of a statement necklace i cannot complain really though because of the price it is a cute piece i will wear occasionally,3.0,1.0,0,LS VBD DT IN DT VBN NN NN CC PRP VBZ RB DT NNS DT VBP IN CC VB JJ RB EX VBP JJ NNS IN DT NN IN DT NN CC PRP$ NN VBZ RB VB DT NN IN PRP PRP VBZ JJ RB TO VB RP PRP$ NN PRP$ JJ NN VBZ IN DT NN VBZ RB JJ CC DT NN JJ FW NN FW VBD VBG PRP TO VB DT NN JJR CC RBR JJ CC PRP VBZ RB JJ JJR IN DT NN NN FW MD RB VB RB RB IN IN DT NN PRP VBZ DT JJ NN FW MD VB RB,106
1054,more of the high-quality exceptionally playable and impossibly fun fare from the guys over at toys for bob and activision the addition of the traps is a welcome one if only for the villains quips while trapped particularly their comments while in menu screens i have laughed out loud numerous times,2.0,1.0,0,JJR IN DT JJ RB JJ CC RB NN NN IN DT NNS IN IN NNS IN NN CC NN DT NN IN DT NNS VBZ DT JJ CD IN RB IN DT NNS VBZ IN VBN RB PRP$ NNS IN IN NN NNS FW VBP VBN RP JJ JJ NNS,51
1055,this bracelet looks great but my wrists must be a little large as the braclet was rather right i was able to wear it with formal wear but was anxious to take it off at the end of the evening i wish it could have been a little bit larger,2.0,1.0,0,DT NN VBZ JJ CC PRP$ NNS MD VB DT JJ JJ IN DT NN VBD RB JJ FW VBD JJ TO VB PRP IN JJ NN CC VBD JJ TO VB PRP RP IN DT NN IN DT NN FW VB PRP MD VB VBN DT JJ NN JJR,50
1056,really good wire a must have,1.0,0.0,0,RB JJ NN DT MD VB,6
1057,i spent days searching the internet for a convertible crib dresser set that could grow with my son without breaking the bank and i finally found this i love that it is a regular looking dresser that can double as a changing table more bang for your buck now that it is set up i have to say it surpassed my expectations and then some the color is beautiful and it is very sturdy it has drawer slides on both sides of each drawer so it runs smoothly each drawer is reinforced at the corners and the bottom everything but the drawer bottoms and the backing is solid wood i was able to assemble it by myself and the directions were very clear it took me just over an hour but that was with a power drill there are probably about one hundred screws to install so i would highly recommend using a power drill to minimize time overall i would recommend this dresser to anyone what an unbelievable buy for the price i cannot wait to get the matching crib it is much more than a children's dresser this will last my son for years to come,3.0,1.0,3,LS VBD NNS VBG DT NN IN DT JJ NN NN VBD DT MD VB IN PRP$ NN IN VBG DT NN CC FW RB VBN DT FW VBP IN PRP VBZ DT JJ VBG NN WDT MD VB IN DT VBG NN RBR NN IN PRP$ NN RB IN PRP VBZ VBN RP FW VBP TO VB PRP VBD PRP$ NNS CC RB DT DT NN VBZ JJ CC PRP VBZ RB JJ PRP VBZ NN NNS IN DT NNS IN DT NN IN PRP VBZ RB DT NN VBZ VBN IN DT NNS CC DT JJ NN CC DT NN NNS CC DT NN VBZ JJ NN FW VBD JJ TO VB PRP IN PRP CC DT NNS VBD RB JJ PRP VBD PRP RB IN DT NN CC DT VBD IN DT NN NN EX VBP RB IN CD CD NNS TO VB RB FW MD RB VB VBG DT NN NN TO VB NN JJ FW MD VB DT NN TO NN WDT DT JJ NN IN DT NN FW MD RB VB TO VB DT NN NN PRP VBZ RB JJR IN DT NNS POS NN DT MD VB PRP$ NN IN NNS TO VB,198
1058,this is a great hard case suitcase i bought for my grandson who is eight yrs old gave it to him for his birthday so he could pack his own bag when visiting grandma grandpa,1.0,0.0,0,DT VBZ DT JJ JJ NN NN FW VBN IN PRP$ NN WP VBZ CD NNS JJ VBD PRP TO PRP IN PRP$ NN IN PRP MD VB PRP$ JJ NN WRB VBG NN NN,35
1059,these are the most comfortable shoes i have ever worn the pitch is not too severe which allow me to wear them all day comfortably i own this shoe in every color as well as other shoes by this manufacture i want to have a heel height without my foot pitching all of the weight to the ball of the foot these accomplish that perfectly,3.0,1.0,0,DT VBP DT RBS JJ NNS FW VBP RB VBN DT NN VBZ RB RB JJ WDT VBP PRP TO VB PRP DT NN RB FW VB DT NN IN DT NN RB RB IN JJ NNS IN DT NN FW VBP TO VB DT NN NN IN PRP$ NN VBG DT IN DT NN TO DT NN IN DT NN DT VBP IN RB,65
1060,these are by far the best coverage out there and the securing straps are also superb no poorly made stretchy bands that are too tight cut into your seat do not fit or velcro that does not overlap enough to keep it tight.these are the biz,2.0,1.0,0,DT VBP IN RB DT JJS NN IN RB CC DT VBG NNS VBP RB JJ DT RB VBN JJ NNS WDT VBP RB JJ NN IN PRP$ NN VBP RB VB CC VB DT VBZ RB VB RB TO VB PRP NN VBP DT NN,46
1061,having over twenty different styles of cases in my lifetime this speck one ranks among the top it has a really elegant yet protective feel it is extremely high quality if your looking for the rubber inner and plastic outer layer of protection without the bulk of a otter box then this is perfect for you it is modern it is elegant it is a great protector of your phone it provides a great grip and does not slide across tables and for thirty-five dollars it is priced perfectly this case does not take away from the iphone six size like similar cases do it just has that slim yet protective feel to it it is overall the best case so far if you go to some websites with reviews you will come to find this case is a top contender most people would rather just spend eighteen on a spigen case but if you value your phone and have a long two year contract like me spend the extra money on the case i have a tendency to drop my phone and am concerned about my phone looking like a brick so that is why i chose this case and i love it,3.0,1.0,0,VBG IN CD JJ NNS IN NNS IN PRP$ NN DT NN CD VBZ IN DT JJ PRP VBZ DT RB JJ RB JJ VBP PRP VBZ RB JJ NN IN PRP$ VBG IN DT NN JJ CC JJ JJ NN IN NN IN DT NN IN DT NN NN RB DT VBZ JJ IN PRP PRP VBZ JJ PRP VBZ JJ PRP VBZ DT JJ NN IN PRP$ NN PRP VBZ DT JJ NN CC VBZ RB VB IN NNS CC IN CD NNS PRP VBZ VBN RB DT NN VBZ RB VB RB IN DT NN CD NN IN JJ NNS VBP PRP RB VBZ DT JJ RB JJ NN TO PRP PRP VBZ JJ DT JJS NN RB RB IN PRP VBP TO DT NNS IN NNS PRP MD VB TO VB DT NN VBZ DT JJ NN JJS NNS MD RB RB VB CD IN DT NN NN CC IN PRP VBP PRP$ NN CC VBP DT JJ CD NN NN IN PRP VBP DT JJ NN IN DT NN FW VBP DT NN TO VB PRP$ NN CC VBP VBN IN PRP$ NN VBG IN DT NN IN DT VBZ WRB FW VBD DT NN CC FW VBP PRP,204
1062,this is a great little adapter for the kindle fire the nice thing is the cord plugs into the charger via usb so you can charge your kindle with your computer or download upload pics and files to your kindle with it,2.0,1.0,1,DT VBZ DT JJ JJ NN IN DT NN NN DT JJ NN VBZ DT NN VBZ IN DT NN IN NN IN PRP MD VB PRP$ NN IN PRP$ NN CC VB NN NNS CC NNS TO PRP$ NN IN PRP,42
1063,wow this thing glides made w high quality material and while i know this is going to sound way cheesy it does turn heads at an airport id love to take credit but cannot even had one person ask me where i got it amazon baby,1.0,0.0,0,NN DT NN VBZ VBN RB JJ NN NN CC IN FW VB DT VBZ VBG TO VB NN JJ PRP VBZ VB NNS IN DT NN VBD NN TO VB NN CC MD RB RB VBD CD NN VB PRP WRB FW VBD PRP NN NN,46
1064,really love my ihome but wish it would have said it does not work with an iphone five or higher ...,1.0,0.0,0,RB VB PRP$ NN CC NN PRP MD VB VBD PRP VBZ RB VB IN DT NN CD CC JJR :,21
1065,years ago pre hd i had signal issues with cable strength to a couple cable ready analog sets i am 400ft off the road another sixty ft or so from a pedestal to the house i installed a motorola four way amp fixed it all then a storm blew it out comcast eventually buried new cable from pedistal to house.that fixed it all now with adding hd i had issues with some channels on a comcast xfinity hd unit the unit is the furthest 75ft from the systems entry point a two way splitter to a modem four way splitter that goes to two analogs two sony lcd's one on the hd unit the other straight cable to coax input the instructions suggested to install the unit at the entry point of the cable i installed the amp in the room w hd unit the channels that were the usual issues were acting up i installed the amp all was fixed did another a-b test and all good so time will tell if issues return or if installing at end of 75ft cable run before hd unit causes other problems then i will install at entry point either prior to four way or between four way house cable but initial results are good.instructions were thorough but no mention of the grounding screw i have no easily accessable ground in the room i would have one at the entry point,3.0,1.0,7,NNS IN JJ NN FW VBD NN NNS IN NN NN TO DT NN NN JJ NN VBZ FW VBP VBN RP DT NN DT CD NN CC RB IN DT NN TO DT NN FW VBN DT NN CD NN NN VBN PRP DT RB DT NN VBD PRP RP NN RB VBN JJ NN IN JJ TO VB VBN PRP DT RB IN VBG NN FW VBD NNS IN DT NNS IN DT NN NN NN NN DT NN VBZ DT JJS JJ IN DT NNS NN NN DT CD NN NN TO DT NN CD NN NN WDT VBZ TO CD NNS CD JJ NN POS CD IN DT NN NN DT JJ JJ NN TO VB NN DT NNS VBD TO VB DT NN IN DT NN NN IN DT NN FW VBN DT NN IN DT NN NN NN NN DT NNS WDT VBD DT JJ NNS VBD VBG RP FW VBN DT NN DT VBD VBN VBD DT JJ NN CC DT JJ IN NN MD VB IN NNS NN CC IN VBG IN NN IN JJ NN NN IN NN NN VBZ JJ NNS RB FW MD VB IN NN NN CC RB TO CD NN CC IN CD NN NN NN CC JJ NNS VBP NNS VBD JJ CC DT NN IN DT VBG NN FW VBP DT RB JJ NN IN DT NN FW MD VB CD IN DT NN NN,239
1066,these are beautiful and look lovely on my daughter although i do not prefer dangly earrings on my eleven year old these are very cute and just the right size she shows them off and recites pi to forty-five digits to anyone who comments on them,1.0,0.0,0,DT VBP JJ CC VB JJ IN PRP$ NN IN FW VBP RB VB JJ NNS IN PRP$ NNS NN JJ DT VBP RB JJ CC RB DT JJ NN PRP VBZ PRP RP CC VBZ NN TO CD NNS TO NN WP VBZ IN PRP,46
1067,the good runs on windows linux and solaris handles most basic office-suite tasks such as word processing uses xml file formats that reduce file size and let you share documents across oss license lets you install suite on up to five machines you do not need to activate itthe bad lacks collaboration features offers no database dedicated web page maker pim or e-mail app microsoft office is expensive but you get what you pay for,2.0,1.0,2,DT JJ NNS IN NNS NN CC NN VBZ JJS JJ JJ NNS JJ IN NN NN VBZ NN NN NNS WDT VBP NN NN CC VB PRP VBP NNS IN NN NN VBZ PRP VB NN IN RB TO CD NNS PRP VBP RB VB TO VB NN JJ VBZ NN NNS VBZ DT NN VBN NN NN NN NN CC JJ NN NN NN VBZ JJ CC PRP VBP WP PRP VBP IN,75
1068,this is the second pair i purchased i buy them cos they are inexpensive and i get what i pay for i bought some goop so i could glue the insole it which came out during my first wearing otherwise if you know what you are getting into these are decent just be prepare for insole problems,2.0,1.0,0,DT VBZ DT JJ NN FW VBN FW VB PRP IN PRP VBP JJ CC FW VB WP FW NN IN FW VBD DT NN RB FW MD NN DT NN PRP WDT VBD RP IN PRP$ JJ VBG RB IN PRP VBP WP PRP VBP VBG IN DT VBP JJ RB VB VB IN NN NNS,57
1069,purchased this tool to use while replacing the band on my pebble worked like a charm,1.0,0.0,0,VBN DT NN TO VB IN VBG DT NN IN PRP$ NN VBD IN DT NN,16
1070,my apologies to chairman mao but i have been using the beta version of vs.net for several weeks now and its advances are impressive for vb programmers there is a new fully object-oriented version of the language that stands on an equal footing with c for c programmers there is c which combines the power of c with the rad features of vb it really is possible to knock out a windows application in a morning finally for java programmers who are a bit frustrated with the quirks of that language c is a java clone that is easy to learn that has most of the power that java left out and that has a really spectacular ide i have not raved about anything since vb3 but i am raving about this,3.0,1.0,10,PRP$ NNS TO NN NN CC FW VBP VBN VBG DT NN NN IN NN IN JJ NNS RB CC PRP$ NNS VBP JJ IN NN NNS EX VBZ DT JJ RB JJ NN IN DT NN WDT VBZ IN DT JJ NN IN NN IN NN NNS EX VBZ NN WDT VBZ DT NN IN NN IN DT NN NNS IN NN PRP RB VBZ JJ TO VB RP DT NNS NN IN DT NN RB IN NN NNS WP VBP DT NN JJ IN DT NNS IN DT NN NN VBZ DT NN NN WDT VBZ JJ TO VB DT VBZ JJS IN DT NN IN NN VBD RP CC DT VBZ DT RB JJ NN FW VBP RB VBN IN NN IN NN CC FW VBP VBG IN DT,132
1071,this holds a lot more stuff than i expected i like the compartments for the cell phone wallet everything you need is conveniently on the front some no fumbling searching for a dollar etc i like it,2.0,1.0,0,DT VBZ DT NN RBR NN IN FW VBN FW IN DT NNS IN DT NN NN NN NN PRP VBP VBZ RB IN DT NN DT DT VBG VBG IN DT NN FW FW IN PRP,37
1072,it works as advertised and has handled everything i have wanted it to do we have smart phones and i was concerned it might not work for them since they are so particular about what you use to charge them but it has done the job for everything we have i have nothing but compliments on your product it has made all those cords much neater too we can charge everything in one place now ... or rather two we order three of your five port chargers,2.0,1.0,0,PRP VBZ IN VBN CC VBZ VBN NN FW VBP VBN PRP TO VB PRP VBP JJ NNS CC FW VBD VBN PRP MD RB VB IN PRP IN PRP VBP RB JJ IN WP PRP VBP TO VB PRP CC PRP VBZ VBN DT NN IN NN PRP VBP FW VBP NN CC NNS IN PRP$ NN PRP VBZ VBN PDT DT NNS RB RBR RB PRP MD VB NN IN CD NN RB : CC RB CD PRP VBP CD IN PRP$ CD NN NNS,87
1073,exactly what i wanted we were tired to buying batteries for this system and now we do not have to great,1.0,0.0,0,RB WP FW VBD PRP VBD VBN TO VBG NNS IN DT NN CC RB PRP VBP RB VB TO JJ,21
1074,great graphics and overall a very well constructed game i enjoyed the low level of hints and the ability to do as much of the solving as possible,2.0,1.0,0,JJ NNS CC RB DT RB RB VBN NN FW VBD DT JJ NN IN NNS CC DT NN TO VB RB JJ IN DT VBG IN JJ,28
1075,works fine but it is not really over the ears kind of tight and pressure on ears is hurtful somewhat,2.0,1.0,0,NNS JJ CC PRP VBZ RB RB IN DT NNS NN IN JJ CC NN IN NNS VBZ JJ RB,20
1076,alcohol one hundred and twenty works fine for duplicating cd's i have created several cd's of mp3 files on my hard drive using alcohol one hundred and twenty to play in my car radio and other cd players the disks will not play in any cd player i e-mailed tech support and their only answer was to inform me that not all cd players support mp3 files i knew that their tech support folks ignored my subsequent e-mails asking for help or answers i subsequently downloaded cd burner xp free and that program copied my mp3 files and played fine on my cd players perhaps very few users are interested in copying mp3 files to play on cd players but if you are this may not be the program for you i am really surprised because alcohol seems like a robust program perhaps my settings are not correct but i will never know because tech support has not responded to me,3.0,1.0,8,NN CD CD CC CD NNS JJ IN VBG NN POS LS VBP VBN JJ NN POS IN NN NNS IN PRP$ JJ NN VBG NN CD CD CC CD TO VB IN PRP$ NN NN CC JJ NN NNS DT NNS MD RB VB IN DT NN NN FW FW NN NN CC PRP$ JJ NN VBD TO VB PRP IN RB DT NN NNS VBP NN NNS FW VBD IN PRP$ NN NN NNS VBD PRP$ JJ NNS VBG IN NN CC NNS FW RB VBN NN NN NN JJ CC IN NN VBD PRP$ NN NNS CC VBD NN IN PRP$ NN NNS RB RB JJ NNS VBP JJ IN VBG NN NNS TO VB IN NN NNS CC IN PRP VBP DT MD RB VB DT NN IN PRP FW VBP RB JJ IN NN VBZ IN DT JJ NN RB PRP$ NNS VBP RB JJ CC FW MD RB VB IN NN NN VBZ RB VBN TO PRP,161
1077,the quality of this item is exception it is a really nice charm and a perfect way to show your support of our marines the item is exactly as described it was shipped and received promptly i would recommend this item and this seller,2.0,1.0,0,DT NN IN DT NN VBZ NN PRP VBZ DT RB JJ NN CC DT JJ NN TO VB PRP$ NN IN PRP$ NNS DT NN VBZ RB IN VBN PRP VBD VBN CC VBN RB FW MD VB DT NN CC DT NN,44
1078,brought for three years old grandchildren we have started our own marching band quality was excellent and it was a teaching tool as well,1.0,0.0,0,VBN IN CD NNS JJ NNS PRP VBP VBN PRP$ JJ VBG NN NN VBD JJ CC PRP VBD DT NN NN RB RB,24
1079,they are thick fluffy and absorbent they are very well made they are great bath hand and face towels for all your needs,2.0,1.0,0,PRP VBP JJ JJ CC JJ PRP VBP RB RB VBN PRP VBP JJ NN NN CC NN NNS IN DT PRP$ NNS,23
1080,this unit comes with a ninety day warranty if that tells you anything the power of the unit quit in about one hundred and twenty days no tv radio nothing my dad worked on it got it working with a power supply it worked for a few weeks now the picture turns white after the tv has been on for about 15-20 min i think all the features the picture are good considering what you pay i would not recommend spending the one hundred for this spend the money and buy a better brand quality unit do not get let down like me :(,0.0,0.0,1,DT NN VBZ IN DT CD NN NN IN DT VBZ PRP NN DT NN IN DT NN VBD IN IN CD CD CC CD NNS DT NN NN NN PRP$ NN VBD IN PRP VBD PRP VBG IN DT NN NN PRP VBD IN DT JJ NNS RB DT NN VBZ JJ IN DT NN VBZ VBN IN IN IN CD NN FW VB PDT DT NNS DT NN VBP JJ VBG WP PRP VBP FW MD RB VB VBG DT CD CD IN DT VBP DT NN CC VB DT JJR NN NN NN VBP RB VB VB RP IN PRP : -LRB-,104
1081,i was very happy with my order it arrived really fast and i love the sounds r2 d2 the xbox makes when you open the tray or turn it on even the controller is beautiful,2.0,1.0,2,LS VBD RB JJ IN PRP$ NN PRP VBD RB JJ CC FW VBP DT NNS VBP NN DT NN VBZ WRB PRP VBP DT NN CC VB PRP IN RB DT NN VBZ JJ,35
1082,how many tiimes your luggage wasa overweight and you had to either repack ... and you know you do not want to ... and waste some more time ... and you know that you do not have it since we are all there almost late and procedures to get in are slow 9and waiting in lines is even worse if one ahead of you is repacking save some time and fly within weight restrictions with no worries,0.0,0.0,0,WRB JJ NNS PRP$ NN NN JJ CC PRP VBD TO CC VB : CC PRP VBP PRP VB RB VB TO : CC VB DT JJR NN : CC PRP VBP IN PRP VBP RB VB PRP IN PRP VBP DT EX RB JJ CC NNS TO VB RP VBP JJ NN VBG IN NNS VBZ RB JJR IN CD RB IN PRP VBZ VBG VB DT NN CC VB IN NN NNS IN DT NNS,77
1083,i bought this bag because i needed an over night bag i tend to pack extra of everything so this was the perfect size i used it on an over night trip and loved it a few weeks later i used it on my second over night trip as i was walking into my hotel the little black plastic piece that holds the long strap on broke into i was so sad i loved this bag so i contacted the seller i contacted them the night the strap broke not only did i hear back from them the very next day they had already shipped me a replacement bag talk about awesome customer service this company definitely wants your business and will do what it takes to make the customer happy i am completely satisfied with this bag and company i will for sure purchase from them in the future i love the bag its big and roomy and makes a great piece of luggage to have if you are looking for a great bag this is it again i appreciate the fast prompt and awesome customer service,3.0,1.0,3,LS VBD DT NN IN FW VBD DT IN NN NN FW VB TO VB JJ IN NN RB DT VBD DT JJ NN FW VBN PRP IN DT IN NN NN CC VBD PRP DT JJ NNS RB FW VBN PRP IN PRP$ JJ IN NN NN IN FW VBD VBG IN PRP$ NN DT JJ JJ NN NN WDT VBZ DT JJ NN IN VBD IN FW VBD RB JJ FW VBD DT NN RB FW VBN DT NN FW VBN PRP DT NN DT NN VBD RB RB VBD FW VB RB IN PRP DT RB JJ NN PRP VBD RB VBN PRP DT NN NN NN IN JJ NN NN DT NN RB VBZ PRP$ NN CC MD VB WP PRP VBZ TO VB DT NN JJ FW VBP RB VBN IN DT NN CC NN FW MD IN JJ NN IN PRP IN DT JJ FW VBP DT NN PRP$ JJ CC JJ CC VBZ DT JJ NN IN NN TO VB IN PRP VBP VBG IN DT JJ NN DT VBZ PRP RB FW VB DT JJ JJ CC JJ NN NN,188
1084,this game is fun and awesome the graphics are great and you cant go wrong with a zombie kid mass murdering other zombies to save people,2.0,1.0,0,DT NN VBZ NN CC JJ DT NNS VBP JJ CC PRP VBP VB JJ IN DT NN NN NN VBG JJ NNS TO VB NNS,26
1085,i received the eight hundred and eighty harmony remote as a christmas present but needed the eight hundred and ninety because it could work through the cabinet doors when shut on my entertainment armoire i received the eight hundred and ninety model and it did take me a half day to set up everything i did become frustrated a few times but it is nice that it can be set up via your computer i have now been using the remote for over a month and love it it works perfectly and if there is ever a glitch you just hit the help button and it walks through what is not working and fixes it pretty amazing anyone can use it simple i have it controlling my hdtv hd cable box with dvr dvd player and receiver for my surround sound i highly recommend this remote and i researched for a month after returning the eight hundred and eighty model to find the best for going through cabinets and the price on amazon.com beat everywhere else that i looked buy this remote if you want a really good one that can work through cabinets,3.0,1.0,6,LS VBD DT CD CD CC CD NN JJ IN DT NN JJ CC VBD DT CD CD CC CD IN PRP MD VB IN DT NN NNS WRB VBN IN PRP$ NN NN FW VBD DT CD CD CC CD NN CC PRP VBD VB PRP DT DT NN TO VB RP NN FW VBD VB VBN DT JJ NNS CC PRP VBZ JJ IN PRP MD VB VBN RP IN PRP$ NN FW VBP RB VBN VBG DT JJ IN IN DT NN CC VBP PRP PRP VBZ RB CC IN EX VBZ RB DT NN PRP RB VBD DT NN NN CC PRP VBZ IN WP VBZ RB VBG CC NNS PRP RB JJ NN MD VB PRP JJ FW VBP PRP VBG PRP$ NN NN NN NN IN NN NN NN CC NN IN PRP$ VBP JJ FW RB VB DT JJ CC FW VBN IN DT NN IN VBG DT CD CD CC CD NN TO VB DT JJS IN VBG IN NNS CC DT NN IN NNP VBD RB RB IN FW VBD VB DT JJ IN PRP VBP DT RB JJ CD WDT MD VB IN NNS,194
1086,works perfect room for credit cards room keys house keys etc fits 6plus with a case i strongly recommend it,2.0,1.0,0,NNS JJ NN IN NN NNS NN NNS NN NNS FW VBZ JJ IN DT NN FW RB VB PRP,20
1087,received on time all of the stickers were in the pack just as the picture shows are how they look they stick well enough to get a few good pics in before the baby either realizes it is stuck to them tears it off or pukes on it mine did the latter lol glad i bought making for good timetable memories,2.0,1.0,0,VBN IN NN DT IN DT NNS VBD IN DT NN RB IN DT NN NNS VBP WRB PRP VBP PRP VB RB JJ TO VB DT JJ JJ NNS IN IN DT NN CC VBZ PRP VBZ VBN TO PRP NNS PRP RP CC VBZ IN PRP PRP VBD DT JJ NN JJ FW VBD VBG IN JJ NN NNS,61
1088,this was a fun game and i played for about a week before it stopped working it says the game needs an update but i cant fond one i even tried reinstalling but it still will not work,1.0,0.0,0,DT VBD DT NN NN CC FW VBN IN IN DT NN IN PRP VBD VBG PRP VBZ DT NN VBZ DT VBP CC FW FW JJ CD FW RB VBD VBG CC PRP RB MD RB VB,38
1089,it works well in reducing smell and helps to keep your ears healthy but it does not really help inserting the jewelry i suggest to use jojoba oil as a lubricant,2.0,1.0,0,PRP VBZ RB IN VBG NN CC VBZ TO VB PRP$ NNS JJ CC PRP VBZ RB RB VB VBG DT NN FW VBP TO VB NN NN IN DT NN,31
1090,my nephew reports great enjoyment of the webkinz cow he especially loves the games the accompanying computer code unlocks i am not sure how interested he is in the actual stuffed animal it is the computer part he is crazy about,1.0,0.0,0,PRP$ NN NNS JJ NN IN DT NN NN PRP RB VBZ DT NNS DT JJ NN NN VBZ FW VBP RB JJ WRB JJ PRP VBZ IN DT JJ VBN NN PRP VBZ DT NN NN PRP VBZ JJ IN,41
1091,this bag looks great and is sturdy and very functional we could not be happier with it at all great love it,2.0,1.0,0,DT NN VBZ JJ CC VBZ JJ CC RB JJ PRP MD RB VB JJR IN PRP IN DT JJ NN PRP,22
1092,comfortable and very cute to wear this particular manufacturer has a bunch of cute bracelets at reasonable prices that i am planning to order,2.0,1.0,0,JJ CC RB JJ TO VB DT JJ NN VBZ DT NN IN JJ NNS IN JJ NNS WDT FW VBP VBG TO NN,24
1093,when my brother begged me to download this app i have to admit i was a bit sceptical but my worries were soon forgotten fantastic would recommend to anyone :-) please download it will not be a waste i promise use for journeys near and far the time will fly,2.0,1.0,0,WRB PRP$ NN VBD PRP TO VB DT NN FW VBP TO VB FW VBD DT NN JJ CC PRP$ NNS VBD RB VBN JJ MD VB TO NN NN VB VB PRP MD RB VB DT NN FW VBP NN IN NNS IN CC RB DT NN MD VB,50
1094,does what it says it does very lightweight and fit directly into the space left from the last radio,1.0,0.0,0,VBZ WP PRP VBZ PRP VBZ RB JJ CC JJ RB IN DT NN VBD IN DT JJ NN,19
1095,i looks faded like material but not as nice as picture,0.0,0.0,0,LS VBZ VBN IN NN CC RB IN JJ IN NN,11
1096,"this cd is full of good songs i totally love it number 1,2 4,5 7,11 are my favorites right now i am really in to number seven because it is a sexy dance song if you get this cd you will not be dissapointed much props for paulina for making such a great cd :)",1.0,0.0,0,DT NN VBZ JJ IN JJ NNS FW RB VB PRP NN CD CD CD VBP PRP$ NNS RB RB FW VBP RB IN TO NN CD IN PRP VBZ DT JJ NN NN IN PRP VBP DT NN PRP MD RB VB JJ JJ NNS IN NN IN VBG PDT DT JJ NN : -RRB-,55
1097,best smelling candles on oahu,1.0,0.0,0,RB VBG NNS IN NN,5
1098,beautiful and strong however a little on the small side,1.0,0.0,0,JJ CC JJ RB DT JJ IN DT JJ NN,10
1099,it was fun i have a snake toy and make the sound now my dog thinks the toy is real,1.0,0.0,0,PRP VBD NN FW VBP DT NN NN CC VB DT NN RB PRP$ NN VBZ DT NN VBZ JJ,20
1100,these are simply beautiful sunglasses they are above and beyond stylish and you will not be disappointed all those gucci chanel versace etc etc glasses look the same and cost much more ... these are truly unique if you have a very small face they may be a bit large but otherwise these are runway model glasses buy these period,2.0,1.0,0,DT VBP RB JJ NNS PRP VBP JJ CC IN JJ CC PRP MD RB VB VBN PDT DT NNS NN NN FW FW NNS VBP DT JJ CC NN RB RBR : DT VBP RB JJ IN PRP VBP DT RB JJ NN PRP MD VB DT NN JJ CC RB DT VBP NN NN NNS VBP DT NN,60
1101,we bought our two year old daughter the melissa and doug kitchen and this set of pantry products to go with it i love that they are made out of wood and our daughter enjoys playing with them,1.0,0.0,0,PRP VBD PRP$ CD NN JJ NN DT NN CC NN NN CC DT NN IN NN NNS TO VB IN PRP FW VBP IN PRP VBP VBN RP IN NN CC PRP$ NN VBZ VBG IN PRP,38
1102,it is beautiful and just as advertised the setting is very nice and the stones are beautiful good size for scoop necked sweaters,2.0,1.0,0,PRP VBZ JJ CC RB IN VBN DT NN VBZ RB JJ CC DT NNS VBP JJ JJ NN IN NN VBD NNS,23
1103,was checking to see what was on sale and needed some new tennis shoes doctor had just diagnosed me with plantar fasciitis so i was looking for something comfortable after reading the previous reviews i decided to give them a try when they showed up i did as the other reviewer did i tried them on ... they are wonderful ... if you cannot get your size that is because with the free shipping i ordered two more pair ...,0.0,0.0,6,VBD VBG TO VB WP VBD IN NN CC VBD DT JJ NN NNS NN VBD RB VBN PRP IN JJ NN IN FW VBD VBG IN NN JJ IN VBG DT JJ NNS FW VBD TO VB PRP DT NN WRB PRP VBD RP FW VBD IN DT JJ NN VBD FW VBD PRP IN : PRP VBP JJ : IN PRP MD RB VB PRP$ NN WDT VBZ IN IN DT JJ NN FW VBN CD JJR NN :,80
1104,great fun my grandkids love it,1.0,0.0,0,JJ NN PRP$ NNS VBP PRP,6
1105,my two 1/2 year old daughter loves superheroes especially wonder woman we could not find any at the store so we ordered through amazon my daughter loves the set it matches perfectly with the rest of her superhero collection,1.0,0.0,0,PRP$ CD CD NN JJ NN VBZ NNS RB VBP NN PRP MD RB VB DT IN DT NN IN PRP VBD IN NNP PRP$ NN VBZ DT NN PRP VBZ RB IN DT NN IN PRP$ NN NN,39
1106,love them ..,0.0,0.0,0,VB PRP .,3
1107,very nice tags just the right size for easy baggage recognition,1.0,0.0,0,RB JJ NNS RB DT JJ NN IN JJ NN NN,11
1108,i loved this crib bumper ... but the only thing i did not like was that it did not fit my crib very well way to big i also loved the softness of it other than that it did not fit it would have been great,2.0,1.0,0,LS VBD DT NN NN : CC DT JJ NN FW VBD RB VB VBD IN PRP VBD RB VB PRP$ NN RB RB NN TO JJ FW RB VBD DT NN IN PRP JJ IN IN PRP VBD RB VB PRP MD VB VBN JJ,46
1109,good album for the price,1.0,0.0,0,JJ NN IN DT NN,5
