,text_review,tag,bin_tag,text_pos,lemmas,num_tokens
888,great stroller great price i have been very happy with it i use it for our four month old and almost three year old both fit it in just great and i know we can use it for years to come very easy to steer and great storage,2.0,1.0,JJ NN JJ NN FW VBP VBN RB JJ IN PRP FW VBP PRP IN PRP$ CD NN JJ CC RB CD NN JJ CC VBP PRP IN RB JJ CC FW VBP PRP MD VB PRP IN NNS TO VB RB JJ TO VB CC JJ NN,great stroller great price i have be very happy with it i use it for we four month old and almost three year old both fit it in just great and i know we can use it for year to come very easy to steer and great storage,48
889,i say fairy farm is great game just to chill and relax to my sisters and i enjoy playing this wonderful game,1.0,0.0,FW VBP NN NN VBZ JJ NN RB TO NN CC VB TO PRP$ NNS CC FW VB VBG DT JJ NN,i say fairy farm be great game just to chill and relax to my sister and i enjoy play this wonderful game,22
890,i wanted a simple ideally free app for situations where i do not want my number showing up on caller id there are pay apps available for this purpose and they work well however this free app does not do what i need,1.0,0.0,LS VBD DT JJ RB JJ NN IN NNS WRB FW VBP RB VB PRP$ NN VBG RP IN NN VBD EX VBP NN NNS JJ IN DT NN CC PRP VBP RB RB DT JJ NN VBZ RB VB WP FW MD,i want a simple ideally free app for situation where i do not want my number show up on caller id there be pay app available for this purpose and they work well however this free app do not do what i need,43
891,i love it,0.0,0.0,FW VBP PRP,i love it,3
892,excellent waterproof case has not failed me,1.0,0.0,JJ JJ NN VBZ RB VBN PRP,excellent waterproof case have not fail I,7
893,i tried a cheaper case and my screen broke when i dropped my phone the case does not protect the top or bottom edges of the cell phone i usually by seido cases and that is what i have not for my note three i have dropped my phone several time with the seidio case and my phone has not broken yet yeah this case is cheap but you will not save money when you have to puchase another phone deductibles for cell phone insurance are high these days,2.0,1.0,LS VBD DT JJR NN CC PRP$ NN VBD WRB FW VBD PRP$ NN DT NN VBZ RB VB DT JJ CC JJ NNS IN DT NN NN FW RB IN NN NNS CC DT VBZ WP FW VBP RB IN PRP$ NN CD FW VBP VBN PRP$ NN JJ NN IN DT NN NN CC PRP$ NN VBZ RB VBN RB JJ DT NN VBZ JJ CC PRP MD RB VB NN WRB PRP VBP TO VB DT NN NNS IN NN NN NN VBP JJ DT NNS,i try a cheaper case and my screen break when i drop my phone the case do not protect the top or bottom edge of the cell phone i usually by seido case and that be what i have not for my note three i have drop my phone several time with the seidio case and my phone have not break yet yeah this case be cheap but you will not save money when you have to puchase another phone deductible for cell phone insurance be high these day,89
894,i bought this hallmark card studo program a month ago from amamzon.com it is quiet good there is a great variety of choice of card that i can choose it cover designs many seasonal occasions celebrations freidnship communications in our daily social and family life the card is easy to print and can be transform into pdf format and videos users can add special features onto the cards in order to make it tailor made the short-coming is that it take up a lot of ram short-tem memory zero to operate if it can be improved to operate in less ram it will be much better about amazon service the package is quiet good which the product is well protected by the box for my international pruchase,3.0,1.0,LS VBD DT NN NN NN NN DT NN RB IN NNP PRP VBZ JJ JJ EX VBZ DT JJ NN IN NN IN NN WDT FW MD VB PRP VB NNS JJ JJ NNS NNS NN NNS IN PRP$ JJ JJ CC NN NN DT NN VBZ JJ TO VB CC MD VB VB IN NN NN CC NNS NNS MD VB JJ NNS IN DT NNS IN NN TO VB PRP NN VBD DT JJ VBZ IN PRP VB RP DT NN IN NN NN NN CD TO VB IN PRP MD VB VBN TO VB IN JJR NN PRP MD VB RB JJR IN NN NN DT NN VBZ JJ JJ WDT DT NN VBZ RB VBN IN DT NN IN PRP$ JJ NN,i buy this hallmark card studo program a month ago from amamzon.com it be quiet good there be a great variety of choice of card that i can choose it cover design many seasonal occasion celebration freidnship communication in we daily social and family life the card be easy to print and can be transform into pdf format and video user can add special feature onto the card in order to make it tailor make the short-coming be that it take up a lot of ram short-tem memory zero to operate if it can be improve to operate in less ram it will be much better about amazon service the package be quiet good which the product be well protect by the box for my international pruchase,127
895,i love this backpack probably my favorite out of all of the cheaper ones that i had but the only thing that i hate about this one was that it got a huge rip at the bottom of it i have only had it for less than a year i did not have to bring most of my books to class compared to other college students the most books that i had in it was probably two w my fifteen inch laptop,2.0,1.0,LS NN DT NN RB PRP$ JJ IN IN DT IN DT JJR NNS WDT FW VBD CC DT JJ NN WDT FW VBP IN DT NN VBD IN PRP VBD DT JJ NN IN DT NN IN PRP FW VBP RB VBD PRP IN JJR IN DT NN FW VBD RB VB TO VB JJS IN PRP$ NNS TO NN VBN TO JJ NN NNS DT RBS NNS WDT FW VBD IN PRP VBD RB CD NN PRP$ CD NN NN,i love this backpack probably my favorite out of all of the cheaper one that i have but the only thing that i hate about this one be that it get a huge rip at the bottom of it i have only have it for less than a year i do not have to bring most of my book to class compare to other college student the most book that i have in it be probably two w my fifteen inch laptop,82
896,this was very pretty my daughter loved it the chain is nice it does not look like it will break and should hold up to a ten year old,2.0,1.0,DT VBD RB RB PRP$ NN VBD PRP DT NN VBZ JJ PRP VBZ RB VB IN PRP MD VB CC MD VB RP TO DT CD NN JJ,this be very pretty my daughter love it the chain be nice it do not look like it will break and should hold up to a ten year old,29
897,best ninety-one ghidrah available,1.0,0.0,RB CD NN JJ,best ninety-one ghidrah available,4
898,there was what looked like small black ink splatter on the shower curtain very thin material and not as nice looking as in the picture i ended up returning this item,2.0,1.0,EX VBD WP VBD IN JJ JJ NN NN IN DT NN NN RB JJ NN CC RB IN JJ VBG IN IN DT NN FW VBD RP VBG DT NN,there be what look like small black ink splatter on the shower curtain very thin material and not as nice look as in the picture i end up return this item,31
899,fantastic product works perfectly a must for toddlers and its not in the way for adults to use i would reccomend this,2.0,1.0,JJ NN VBZ RB DT MD IN NNS CC PRP$ RB IN DT NN IN NNS TO VB FW MD VB DT,fantastic product work perfectly a must for toddler and its not in the way for adult to use i would reccomend this,22
900,this disc has some of the greatest big band accompaniment i have ever heard on a karaoke disc i enjoy listening to this disc while i drive and have even used it for a dinner for mood music this is another great disc from top tunes,2.0,1.0,DT NN VBZ DT IN DT JJS JJ NN NN FW VBP RB VBN IN DT NN NN FW VB VBG TO DT NN IN FW NN CC VBP RB VBN PRP IN DT NN IN NN NN DT VBZ DT JJ NN IN JJ NNS,this disc have some of the greatest big band accompaniment i have ever hear on a karaoke disc i enjoy listen to this disc while i drive and have even use it for a dinner for mood music this be another great disc from top tune,46
901,this was a good set to buy to replace some of the old case covers for my husband's and my zunes the little fish for wrapping headphones around is super cute and works well the arm band screen cover and cases were all in great condition decent buy,2.0,1.0,DT VBD DT JJ NN TO VB TO VB DT IN DT JJ NN VBZ IN PRP$ NN POS CC PRP$ NNS DT JJ NN IN VBG NNS RB VBZ JJ JJ CC VBZ RB DT NN NN NN NN CC NNS VBD DT IN JJ NN JJ NN,this be a good set to buy to replace some of the old case cover for my husband 's and my zune the little fish for wrap headphone around be super cute and work well the arm band screen cover and case be all in great condition decent buy,48
902,my mom loves it it protects her phone and it is not to bulky for her so i think if it is for a woman get it,1.0,0.0,PRP$ NN VBZ PRP PRP VBZ PRP$ NN CC PRP VBZ RB TO JJ IN PRP$ RB FW VBP IN PRP VBZ IN DT NN VB PRP,my mom love it it protect she phone and it be not to bulky for she so i think if it be for a woman get it,27
903,i got my cross today and i love it .. sooo pretty working in the waitress field i like to wear different things for open convos and i gotta say this cross is an eye catcher,2.0,1.0,LS VBD PRP$ NN NN CC FW VBP PRP .,i get my cross today and i love it .,36
904,it is adorable well made for the price and practical the boxes stack nicely and it takes up a minimum amount of counter space,2.0,1.0,PRP VBZ JJ RB VBN IN DT NN CC JJ DT NNS VBP RB CC PRP VBZ RP DT NN NN IN JJ NN,it be adorable well make for the price and practical the box stack nicely and it take up a minimum amount of counter space,24
905,loved it,0.0,0.0,VBD PRP,love it,2
906,great overall construction-i was very disappointed with the orange stitching orange and turquoise is tough to look at in my opinion.great shoe construction and excellent soles for really walking around for a day in them i liked the brand but not this particular shoe,3.0,1.0,JJ JJ NN VBD RB JJ IN DT NN VBG NN CC NN VBZ JJ TO VB IN IN PRP$ NN NN NN CC JJ NNS IN RB VBG IN IN DT NN IN PRP FW VBD DT NN CC RB DT JJ NN,great overall construction-i be very disappointed with the orange stitch orange and turquoise be tough to look at in my opinion.great shoe construction and excellent sole for really walk around for a day in they i like the brand but not this particular shoe,44
907,as advertised,0.0,0.0,IN VBN,as advertise,2
908,this was an anniversary gift and my wife really liked it she wears earrings all the time and this simple but classy style goes well for her,1.0,0.0,DT VBD DT NN NN CC PRP$ NN RB VBD PRP PRP VBZ NNS PDT DT NN CC DT JJ CC JJ NN VBZ RB IN PRP$,this be a anniversary gift and my wife really like it she wear earring all the time and this simple but classy style go well for she,27
909,it works ... wraps around your wrist and you use it ... very simple,2.0,1.0,PRP VBZ : VBZ IN PRP$ NN CC PRP VBP PRP : RB JJ,it work ... wrap around you wrist and you use it ... very simple,14
910,i bought two to tie onto my motorcycle one holds the rain gear and the other serves as overflow for my gf's luggage they tie onto the luggage rack and serve as a headrest for the gf they look good and hold up well in sun and weather and are almost but not quite completely waterproof they stand up to rain very well for sure and only seep a little around the zipper one bag can hold two sets of rain gear tightly packed i am quite pleased with them and they are standard on all our road trips,3.0,1.0,LS VBD CD TO VB IN PRP$ NN CD VBZ DT NN NN CC DT JJ VBZ IN NN IN PRP$ NN POS NN PRP VBP IN DT NN NN CC VB IN DT NN IN DT NN PRP VBP JJ CC VB RP RB IN NN CC NN CC VBP RB CC RB RB RB JJ PRP VBP RP TO NN RB RB IN JJ CC JJ NN DT JJ IN DT NN CD NN MD VB CD NNS IN NN NN RB VBD FW VBP RB JJ IN PRP CC PRP VBP JJ IN DT PRP$ NN NNS,i buy two to tie onto my motorcycle one hold the rain gear and the other serve as overflow for my gf 's luggage they tie onto the luggage rack and serve as a headrest for the gf they look good and hold up well in sun and weather and be almost but not quite completely waterproof they stand up to rain very well for sure and only seep a little around the zipper one bag can hold two set of rain gear tightly pack i be quite pleased with they and they be standard on all we road trip,99
911,great little speakers for the price it is perfect for my twelve year old daughter i was impressed by how much sound that odd shaped contraption produced,2.0,1.0,JJ JJ NNS IN DT NN PRP VBZ JJ IN PRP$ CD NN JJ NN FW VBD VBN IN WRB JJ NN WDT JJ JJ NN VBD,great little speaker for the price it be perfect for my twelve year old daughter i be impress by how much sound that odd shaped contraption produce,27
912,"this cd is full of good songs i totally love it number 1,2 4,5 7,11 are my favorites right now i am really in to number seven because it is a sexy dance song if you get this cd you will not be dissapointed much props for paulina for making such a great cd :)",1.0,0.0,DT NN VBZ JJ IN JJ NNS FW RB VB PRP NN CD CD CD VBP PRP$ NNS RB RB FW VBP RB IN TO NN CD IN PRP VBZ DT JJ NN NN IN PRP VBP DT NN PRP MD RB VB JJ JJ NNS IN NN IN VBG PDT DT JJ NN : -RRB-,"this cd be full of good song i totally love it number 1,2 4,5 7,11 be my favorite right now i be really in to number seven because it be a sexy dance song if you get this cd you will not be dissapointed much prop for paulina for make such a great cd : -rrb-",55
913,the colors on the product are awesome the blanket feels very soft and got different toys on the different paddles i wished they would make something bigger for adults like that haha the spintable with it is very good sized supercute im ladybug design adn spins very easily though not meant for toddlers my son gave it a try to and the spinner did not even squeach under his 42lbs nor break and still spun if he managed to keep all of his much bigger then a babies limbs of the floor my six month old daughter still fits on this toy very well at almost 26inches tall and 17lbs she is fascinated by the colors just like me and loves the mirror especially whis is on one of the paddles fixed on velcro like my son she does not like tummytime very much either and this toy does not seem to make it much better but htat has nothing to do with the toy she just does not like being on her tummy probably since she has reflux the spintable is very well formed lower on the hippart and a tinybit higher where she shoulders go so she doens't mind the spin table she just does not like lifting her head out of the floorposition so she does not stay much longer on this one on her tummy then she would otherwise but we will keep trying the flowermat i wished would be bigger it is as big as described in the productlisting but just for me i am thinking to myself it would not hurt to make the mat twice as big as it is if a baby does not like the spinner it can still use the beautyful flowermat for rolling around and checking things out ect i would recommend it to anyone it really is worth trying just do not give up,3.0,1.0,DT NNS IN DT NN VBP JJ DT NN VBZ RB JJ CC VBD JJ NNS IN DT JJ NNS FW VBD PRP MD VB NN JJR IN NNS IN DT NN DT JJ IN PRP VBZ RB JJ VBN NN NN NN NN NN VBZ RB RB IN RB VBN IN NNS PRP$ NN VBD PRP DT NN TO CC DT NN VBD RB RB VB IN PRP$ CD NNS CC NN CC RB VBN IN PRP VBD TO VB DT IN PRP$ JJ JJR RB DT NNS NNS IN DT NN PRP$ CD NN JJ NN RB VBZ IN DT NN RB RB IN RB CD JJ CC CD NNS PRP VBZ VBN IN DT NNS RB IN PRP CC VBZ DT NN RB NN VBZ IN CD IN DT NNS VBN IN NN IN PRP$ NN PRP VBZ RB VB RB RB JJ CC CC DT NN VBZ RB VB TO VB PRP RB RBR CC NN VBZ NN TO VB IN DT NN PRP RB VBZ RB VB VBG IN PRP$ NN RB IN PRP VBZ VBN DT NN VBZ RB RB VBD JJR IN DT NN CC DT NN JJR WRB PRP NNS VB RB PRP VBZ '' NN NN DT NN NN PRP RB VBZ RB VB VBG PRP$ NN IN IN DT NN IN PRP VBZ RB VB RB RBR IN DT CD IN PRP$ NN RB PRP MD RB CC PRP MD VB VBG DT NN FW VBN MD VB JJR PRP VBZ RB JJ IN VBN IN DT NN CC RB IN PRP FW VBP VBG TO PRP PRP MD RB VB TO VB DT NN RB RB JJ IN PRP VBZ IN DT NN VBZ RB VB DT NN PRP MD RB VB DT JJ NN IN VBG RB CC VBG NNS IN NN FW MD VB PRP TO NN PRP RB VBZ JJ VBG RB VBP RB VB RP,the color on the product be awesome the blanket feel very soft and get different toy on the different paddle i wish they would make something bigger for adult like that haha the spintable with it be very good size supercute im ladybug design adn spin very easily though not mean for toddler my son give it a try to and the spinner do not even squeach under he 42 lb nor break and still spin if he manage to keep all of he much bigger then a baby limb of the floor my six month old daughter still fit on this toy very well at almost 26inches tall and 17 lb she be fascinate by the color just like I and love the mirror especially whis be on one of the paddle fix on velcro like my son she do not like tummytime very much either and this toy do not seem to make it much better but htat have nothing to do with the toy she just do not like be on she tummy probably since she have reflux the spintable be very well form lower on the hippart and a tinybit higher where she shoulder go so she doen ' t mind the spin table she just do not like lift she head out of the floorposition so she do not stay much longer on this one on she tummy then she would otherwise but we will keep try the flowermat i wish would be bigger it be as big as describe in the productlisting but just for I i be think to myself it would not hurt to make the mat twice as big as it be if a baby do not like the spinner it can still use the beautyful flowermat for roll around and check thing out ect i would recommend it to anyone it really be worth try just do not give up,316
914,rather fast moving lots of pretty cakes and cookies really not interested in sharing my picture with the game just started playing this game finding it enjoyable,2.0,1.0,RB RB VBG NNS IN RB NNS CC NNS RB RB JJ IN VBG PRP$ NN IN DT NN RB VBD VBG DT NN VBG PRP JJ,rather fast move lot of pretty cake and cookie really not interested in share my picture with the game just start play this game find it enjoyable,27
915,used this for halloween obviously certain sounds are better than others and some are louder there are a lot of sounds to choose from so if one is not scary enough try the next one and it may just be what you are looking for,2.0,1.0,VBN DT IN NN RB JJ NNS VBP JJR IN NNS CC DT VBP RBR EX VBP DT NN IN NNS TO VB IN RB IN CD VBZ RB JJ JJ VBP DT JJ CD CC PRP MD RB VB WP PRP VBP VBG IN,use this for halloween obviously certain sound be better than other and some be louder there be a lot of sound to choose from so if one be not scary enough try the next one and it may just be what you be look for,45
916,it gets a little boring after awhile its also too hard to gain coins i am actually only writing this review to gain fifty,0.0,0.0,PRP VBZ DT JJ NN IN RB PRP$ RB RB JJ TO VB NNS FW VBP RB RB VBG DT NN TO VB CD,it get a little boring after awhile its also too hard to gain coin i be actually only write this review to gain fifty,24
917,i cannot use my battery extender while using this but it is pretty so thats ok its pretty durable too i have dropped it a couple times,2.0,1.0,LS MD RB VB PRP$ NN NN IN VBG DT CC PRP VBZ RB RB RB VB PRP$ JJ JJ RB FW VBP VBN PRP DT NN NNS,i can not use my battery extender while use this but it be pretty so thats ok its pretty durable too i have drop it a couple time,27
918,the only reason i did not give this glider five stars is because of the misleading colour description it is not espresso at all more like a very dark cherry i was kinda disappointed since all of the other furniture in my nursery is espresso ;-( after i got over some what my disappointment with the colour i was able to set it up out of the box (8 months pregnant as i was too excited to wait for my bf to get home the set up was very simple and clear it looks great i really love this glider,2.0,1.0,DT JJ NN FW VBD RB VB DT NN CD NNS VBZ IN IN DT JJ NN NN PRP VBZ RB NN IN DT JJR IN DT RB JJ NN FW VBD NN JJ IN DT IN DT JJ NN IN PRP$ NN VBZ NN NN IN FW VBD IN DT WDT PRP$ NN IN DT NN FW VBD JJ TO VB PRP RP IN IN DT NN -LRB- CD NNS JJ IN FW VBD RB VBN TO VB IN PRP$ NN TO VB NN DT VBN RP VBD RB JJ CC JJ PRP VBZ JJ FW RB VB DT NN,the only reason i do not give this glider five star be because of the misleading colour description it be not espresso at all more like a very dark cherry i be kinda disappointed since all of the other furniture in my nursery be espresso ;--lrb- after i get over some what my disappointment with the colour i be able to set it up out of the box -lrb- 8 month pregnant as i be too excite to wait for my bf to get home the set up be very simple and clear it look great i really love this glider,100
919,love these sneakers i will be purchasing another pair soon my son wears them for indoor soccer and outside to play he loves them you can tell the quality of materials versus other sneakers that are not durable,2.0,1.0,NN DT NNS FW MD VB VBG DT NN RB PRP$ NN VBZ PRP IN JJ NN CC JJ TO VB PRP VBZ PRP PRP MD VB DT NN IN NNS CC JJ NNS WDT VBP RB JJ,love these sneaker i will be purchase another pair soon my son wear they for indoor soccer and outside to play he love they you can tell the quality of material versus other sneaker that be not durable,38
920,purchased these for a twelve year old boy who loves them.great style fit well and are comfortable.shipping was great came very quickly,2.0,1.0,VBN DT IN DT CD NN JJ NN WP VBZ JJ NN NN RB CC VBP VBG VBD JJ VBD RB RB,purchase these for a twelve year old boy who love them.great style fit well and be comfortable.shipping be great come very quickly,22
921,very good high quality,1.0,0.0,RB JJ JJ NN,very good high quality,4
922,the light is amazing the adapter rings are perfect the quality is exactly what i expected from a thirty macro led light the connection between the power attachment and the lights needs some improvement as there is some flickering but beyond that works wonderfully,3.0,1.0,DT NN VBZ JJ DT NN NNS VBP JJ DT NN VBZ RB WP FW VBN IN DT CD NN VBD JJ DT NN IN DT NN NN CC DT NNS VBZ DT NN IN EX VBZ DT JJ CC IN DT VBZ RB,the light be amazing the adapter ring be perfect the quality be exactly what i expect from a thirty macro lead light the connection between the power attachment and the light need some improvement as there be some flickering but beyond that work wonderfully,44
923,it has its issues for a game to be good i have one requirement do i get angry when playing it i can honestly say that at no time have i gotten angry while playing to give an example of what annoys me to no end when playing an fps in cod ghosts if i join a game in progress i will spawn into the game directly in front of an enemy player if i join in a game in progress i will be on a team that is already well behind the winning team score with no chance of making a comeback rage quitting hosts constantly one out of every three spawns will put me in front of an enemy cod players in general.in battlefield depending on the game mode i can choose when and where i spawn if someone rage quits who cares the game is server hosted a badass player on your team in battlefield with an insane kill count did it with skill tactics and teamwork not with a killstreak reward.there are bugs there are issues the bugs are annoying because if you played medal of honor warfighter it had these bugs as well i know dice only developed the engine for warfighter but it does not change the fact that these bugs exist in both games the issues are mainly with the battlelog service on the three hundred and sixty and one it seems to be down constantly this prevents your loadouts from being available to at times being unable to join a game.dice is an awesome company and i truly believe that in the near future my problems will become moot.also remember even if infinity ward manages to balance ghosts their community is still the largest collection of dbags in gaming,0.0,0.0,PRP VBZ PRP$ NNS IN DT NN TO VB JJ FW VBP CD NN VBP FW VB JJ WRB VBG PRP FW MD RB VB IN IN DT NN VBP FW VBN JJ IN VBG TO VB DT NN IN WP VBZ PRP TO DT NN WRB VBG DT NNS IN NN NNS IN FW VB DT NN IN NN FW MD VB IN DT NN RB IN NN IN DT NN NN IN FW VB IN DT NN IN NN FW MD VB IN DT NN WDT VBZ RB RB IN DT VBG NN NN IN DT NN IN VBG DT NN NN VBG NNS RB CD IN IN DT CD VBZ MD VB PRP IN NN IN DT NN NN NNS IN NN NN VBG IN DT NN NN FW MD VB WRB CC WRB FW VB IN NN NN VBZ WP VBZ DT NN VBZ NN VBD DT NN NN IN PRP$ NN IN NN IN DT JJ NN NN VBD PRP IN NN NNS CC NN RB IN DT NN NN VBP NNS EX VBP NNS DT NNS VBP VBG IN IN PRP VBD NN IN NN NN PRP VBD DT NNS RB RB FW VBP NNS RB VBD DT NN IN NN CC PRP VBZ RB VB DT NN IN DT NNS VBP IN CC NNS DT NNS VBP RB IN DT NN NN IN DT CD CD CC CD CC CD PRP VBZ TO VB RB RB DT VBZ PRP$ NNS IN VBG JJ TO IN NNS VBG JJ TO VB DT NN VBZ DT JJ NN CC FW RB VBP IN IN DT JJ JJ PRP$ NNS MD VB JJ VBP RB IN NN NN VBZ TO VB NNS PRP$ NN VBZ RB DT JJS NN IN NNS IN NN,it have its issue for a game to be good i have one requirement do i get angry when play it i can honestly say that at no time have i get angry while play to give a example of what annoy I to no end when play a fp in cod ghost if i join a game in progress i will spawn into the game directly in front of a enemy player if i join in a game in progress i will be on a team that be already well behind the win team score with no chance of make a comeback rage quit host constantly one out of every three spawn will put I in front of a enemy cod player in general.in battlefield depend on the game mode i can choose when and where i spawn if someone rage quit who care the game be server host a badass player on you team in battlefield with a insane kill count do it with skill tactic and teamwork not with a killstreak reward.there be bug there be issue the bug be annoy because if you play medal of honor warfighter it have these bug as well i know dice only develop the engine for warfighter but it do not change the fact that these bug exist in both game the issue be mainly with the battlelog service on the three hundred and sixty and one it seem to be down constantly this prevent you loadout from be available to at time be unable to join a game.dice be a awesome company and i truly believe that in the near future my problem will become moot.also remember even if infinity ward manage to balance ghost they community be still the largest collection of dbag in gaming,297
924,originally known as the choir the raspberries sounded like a cross between a beach boys tribute band and bubble gum pop there were a couple of exceptions one of the seventy s best make out songs had to be go all the way self explanatory i wanna be with you had a catchy guitar riff at its beginning and a quick change chorus overnight sensation has the radio intro most of the rest were solid little ditties but not overly memorable this is a great little disc for the drive in the highway the drive way or the rec room its all pretty harmless fun much like the seventy s were to most of us back then,3.0,1.0,RB VBN IN DT NN DT NNS VBD IN DT NN IN DT NN NNS NN NN CC NN NN NN EX VBD DT NN IN NNS CD IN DT CD NNS RB VBP RP NNS VBD TO VB VB PDT DT NN NN JJ FW FW TO VB IN PRP VBD DT JJ NN NN IN PRP$ NN CC DT JJ NN NN JJ NN VBZ DT NN NN JJS IN DT NN VBD JJ JJ NNS CC RB RB JJ DT VBZ DT JJ JJ NN IN DT NN IN DT NN DT NN NN CC DT NN NN PRP$ DT RB JJ NN RB IN DT CD NNS VBD TO JJS IN PRP RB RB,originally know as the choir the raspberry sound like a cross between a beach boy tribute band and bubble gum pop there be a couple of exception one of the seventy s best make out song have to be go all the way self explanatory i wan na be with you have a catchy guitar riff at its beginning and a quick change chorus overnight sensation have the radio intro most of the rest be solid little ditty but not overly memorable this be a great little disc for the drive in the highway the drive way or the rec room its all pretty harmless fun much like the seventy s be to most of we back then,117
925,let me first say that this mat being made in the usa was more than enough to make me buy it i always try to support an american made product i did happen to use this mat the other night to work on my laptop it is a nice large mat so i had plenty of room to put my tools and parts i needed it is very soft so it will protect whatever you are working on.one thing i did notice was the strong smell like super glue coming off it would be best to air it out somewhere or make sure you are in a well ventilated area,3.0,1.0,VB PRP JJ VB IN DT NN VBG VBN IN DT NN VBD JJR IN RB TO VB PRP VB PRP FW RB VBP TO VB DT NN VBD NN FW VBD VB TO VB DT NN DT JJ NN TO VB IN PRP$ NN PRP VBZ DT JJ JJ NN IN FW VBD NN IN NN TO VB PRP$ NNS CC NNS FW VBD PRP VBZ RB JJ IN PRP MD VB WDT PRP VBP VBG RB NN FW VBD NN VBD DT JJ NN IN JJ NN VBG IN PRP MD VB RB TO NN PRP RP RB CC VB JJ PRP VBP IN DT RB VBN NN,let I first say that this mat be make in the usa be more than enough to make I buy it i always try to support a american make product i do happen to use this mat the other night to work on my laptop it be a nice large mat so i have plenty of room to put my tool and part i need it be very soft so it will protect whatever you be work on.one thing i do notice be the strong smell like super glue come off it would be best to air it out somewhere or make sure you be in a well ventilate area,110
926,suffer with severe allergies asthma so chose this unit based on reviews mentioning improvement with these issues i ran it 24/7 mostly on low for nearly a month and did not notice any improvement if anything it just created a breeze which moved around the dust i q-tipped the filter and found a miniscule amount of dust accumulation i expected to find much more given how dusty my apt is the air did not smell any different although it was a bit cooler for the first day or so i will concede it is very quiet i purchased this to replace a very old air cleaner that seemed to have lost its efficacy however the hb is no more efficient so i could have saved myself the expense although the older unit was very noisy on its lowest setting making it unusable at night,2.0,1.0,VB IN JJ NNS NN RB VBD DT NN VBN IN NNS VBG NN IN DT NNS FW VBD PRP CD RB IN JJ IN RB DT NN CC VBD RB VB DT NN IN NN PRP RB VBD DT NN WDT VBD IN DT NN FW FW DT NN CC VBD DT JJ NN IN NN NN FW VBN TO VB RB RBR VBN WRB JJ PRP$ JJ VBZ DT NN VBD RB VB DT JJ IN PRP VBD DT NN NN IN DT JJ NN CC RB FW MD VB PRP VBZ RB JJ FW VBN DT TO VB DT RB JJ NN NN WDT VBD TO VB VBN PRP$ NN RB DT NN VBZ DT RBR JJ IN FW MD VB VBN PRP DT NN IN DT JJR NN VBD RB JJ IN PRP$ JJS NN VBG PRP JJ IN NN,suffer with severe allergy asthma so choose this unit base on review mention improvement with these issue i run it 24/7 mostly on low for nearly a month and do not notice any improvement if anything it just create a breeze which move around the dust i q-tipped the filter and find a miniscule amount of dust accumulation i expect to find much more give how dusty my apt be the air do not smell any different although it be a bit cooler for the first day or so i will concede it be very quiet i purchase this to replace a very old air cleaner that seem to have lose its efficacy however the hb be no more efficient so i could have save myself the expense although the older unit be very noisy on its lowest setting make it unusable at night,144
927,does the job,1.0,0.0,VBZ DT NN,do the job,3
928,these are really soft,1.0,0.0,DT VBP RB JJ,these be really soft,4
929,pretty,0.0,0.0,RB,pretty,1
930,i ordered three led xbox three hundred and sixty controller mods from amazon brambhai red blue and violet all i recieved was a letter with nothinig attached i expected the actual led's and what i recieved was some sort of metal connector presumably to hold the led's to the card they mailed me without the led's accompanying it i am currently looking for alternative vendors for a similar product,1.0,0.0,LS VBD CD VBD NN CD CD CC CD NN NNS IN NN NN JJ JJ CC NN DT FW FW VBD DT NN IN NN VBN FW VBD DT JJ VBD POS CC WP FW FW VBD DT NN IN NN NN RB TO VB DT VBN POS TO DT NN PRP VBD PRP IN DT VBN POS VBG PRP FW VBP RB VBG IN JJ NNS IN DT JJ NN,i order three lead xbox three hundred and sixty controller mod from amazon brambhai red blue and violet all i recieved be a letter with nothinig attach i expect the actual lead 's and what i recieved be some sort of metal connector presumably to hold the lead 's to the card they mail I without the lead 's accompany it i be currently look for alternative vendor for a similar product,69
931,horrible backpack it broke in two weeks do not buy is no good is a crappy book bag,0.0,0.0,JJ NN PRP VBD IN CD NNS VBP RB VB VBZ DT JJ VBZ DT JJ NN NN,horrible backpack it break in two week do not buy be no good be a crappy book bag,18
932,i so glad that i took a chance to buy this product it got here sooner than expected and i was very impressed with the quality other reviews claimed that the cd was cracked but mine was not all you have to do is install the driver on the cd on to your computer and plug in the receiver i am running windows xp,2.0,1.0,LS RB JJ IN FW VBD DT NN TO VB DT NN PRP VBD RB RBR IN VBN CC FW VBD RB JJ IN DT NN JJ NNS VBD IN DT NN VBD VBN CC PRP VBD RB DT PRP VBP TO VB VBZ VB DT NN IN DT NN IN TO PRP$ NN CC NN IN DT NN FW VBP VBG NNS NN,i so glad that i take a chance to buy this product it get here sooner than expect and i be very impressed with the quality other review claim that the cd be crack but mine be not all you have to do be install the driver on the cd on to you computer and plug in the receiver i be run window xp,64
933,just downloaded the game and i am already liking it great pace and it does not freeze up constantly does not take forever to build the first buildings that are needed,2.0,1.0,RB VBN DT NN CC FW VBP RB VBG PRP JJ NN CC PRP VBZ RB VB RP RB VBZ RB VB RB TO VB DT JJ NNS WDT VBP VBN,just download the game and i be already like it great pace and it do not freeze up constantly do not take forever to build the first building that be need,31
